essay_id,dataset,human_score_raw,human_score_norm,essay_text,essay_prompt,word_count
AAAOPP13416000040141,ASAP2-balanced-1000,3,3,"Driverless cars are accomplishing many goals and it won't be to long until they will be in full function.

As a part of this I think that it is time to accept change.

The cars will have a few bugs at the start but won't be a problem for long term.

Automated cars should be able to be developed because of the tests that have positive results, the improvement in sensors, and the safety backing them up.

Cars can be very dangerous, escpecially if you put a computer behind it.

However the smart cars from Google had been driven a half a million miles without a crash.

This result shows how advanced technology has become and how it can be very realiable.

With more tests showing positive results it should be no problem for people to see that the cars are really something special.

Another reason for automated cars to be developed is because of the improvement in sensors.

Now that sensors can be very realiable and are getting cheaper and cheaper it wasn't a bad thought to use them in cars.

Many sensors that are put on the car are used for different purposes.

Some sensors are so improved that they keep a 3-D model of the car's surrounding.

This is important because it will be able to detect when danger is near.

Finally, the last reason automated cars should be developed is because of the safety that will be involved with it.

The automated cars will have key safety features to keep the driver and everyone around them safe.

One of these features is to tell the driver when to take over. Others include stopping when closing in on an object and turning off displays when the driver has to take control.

Will automated cars be developed?

I think they will but only if we let improvement happen.

Automated cars do seem a little fetched out but its important to see the positives.

With all the results from tests, advances in sensors, and key safety features automated cars would be a huge improvement that might just be safer than actual drivers.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",353
AAATRP14318000650147,ASAP2-balanced-1000,4,4,"What do you think of the idea of a specific type of computer being able to read your emotional expressions? Pretty crazy isnt it? Well in the article of ""Making Mona Lisa Smile"" the auther points out how this new technolgy called the "" Facial Acting Coding System"" is able to identiy human emotions. This new technolgy ""Facial Action Coding Syetem"" seems to be valuable in classroom with the students when it comes to confusion, being happy or even having mixed emotions.

Firstly, the new technolgy ""Facial Acting Coding System"" is able to identify if a student may be confused. For example, in paragraph 6 it says "" A classroom computer could recognixe when a student is becoming confused or bored...then it could modify the lesson, like an effective human instructor."" In that part of the pragraph its pointing out how this computer can as well show confusion. Maybe the student could be happy one instant then the other boom their showing a frown and this new invention will know that.

Secondly, this technology can read the emotinal expression of students in a classroom when their happy as well. There maybe a situation when maybe there's no way to know if a kid is going through something. Most kids are pretty quiet and dont know how to show some type of emotion or how to come up to an adult. But for example on paragraph 7 it says "" They even inidicate th edifference between a genuine smile and a forced one. In a real smile, the zygomatic major(muscles that begin at your cheek bones) life the corners of your mouth."" There are as well kids that are pretty good and smart at hiding things. One of these things could be hiding their real emotions and faking a small little smile, finding an easy way out.

Lastly, students in a classroom could be having mixed emotions and their would be no way to know just by looking at them. For instance, on paragraph 4 it says "" By weighing the different units, the software can even identify mixed emotions. Each expression is compared against a neutral face."" This technolgy can even identify mixed emotions a person is having. This can be very useful in a classroom when it comes to helping a student out. The student could be even scared to ask for help but instead the help could come to the kid from an adult through this invention.

In conclusion, the idea of having something new like this technology can be pretty scary at first. Well for sure its always scary the first time but people get used to it not all but many. Bu the idea of having this new technolgy seems pretty interesting and valuable to have in a classroom to be able to help out even more. In the article ""Making Mona Lisa Smile"" this new technolgy called, ""Facial Acting Coding System"" that is able to read students emotional expressions can be a valuable source in a classroom with students to identify their emotion such as being confused, happy or is actually having mixed emotions.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",519
5353586,ASAP2-balanced-1000,6,6,"The anachronism that is the electoral college is a system that unfairly represents voters and can possibly lead to catastrophe. The much simpler solution would be election by popular vote where every voter in every state matters rather than the system of the electoral college that discounts many voters opinions. The arguments against popular vote are either illogical or inconsequencial and we as a nation should pay no heed.

The biggest and most obvious problem with our current electoral college system is that it unfairly represents voters in the states. An example of this unfairness towards voters propagated by the system is expressed in ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner where it is stated that in the 2012 election between Romney and Obama Florida gave all of its electoral votes towards Obama when he only won 61.7 percent of the vote. This method completely exludes the opinion of the minority, that 48.3 percent of people in Florida who didn't vote for Obama got their say taken away, their opinion no longer mattered to the election because all of the electors were given to Obama by a small majority. A second unfairness to the voters is the attention taken away from any voter not in a swing state. In the article written by Bradford Plumer named ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" it is said that in the 2000 election that seventeen states got no attention from the candidates whatsoever. This system gives undeserved attention to a few swing states which will decide the election because of our outdated system of the electoral college. If popular vote was instituted the attention given to voters of all states would be equal as every vote from every state matters.

A problem with the electoral college that could possibly outshine the unfairness of it would be the potential for catastrophe that it brings. As is stated in ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" by Bradford Plumer the electors presented by the states according to popular vote are not even obliged to vote for the candidate they said they would. Even though this may be a rare occurace a single elector betraying his party could cause misrepresentation of millions of Americans. Another possible disaster would be a tie vote in the electoral college. This situation, as explained in the same article, would cause a vastly unfair election incomparable even to the unfairness of the normal system. This horrible system consists of each state getting one vote for the president which when you consider that some states have many times the population of others means that millions upon millions of people could have the same say a a couple hundred thousands, an injustice unthinkable in our society and one that could be stopped by instituting a popular vote system.

The arguments against popular vote presented in ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner are unrealistic, unsupported, or insignificant. The argument presented as ""Certainty of Outcome"" says that a dispute over popular vote would be much more common but provides no evidence to support the claim, invalidating it. The article's second argument states that candidates would have more incentive to stay in their region if popular vote were implemented but this entire argurment relies on the fact that there are not enough electors in any one region in order to elect a president. Although this is true it doesn't matter because the same is true of population, no one region has an overwhleming population advantage over others and population is what matters in popular vote. The third arguement is the most illogical stating that the electoral college's tendency of causing only swing states to matter is actually a good thing because it increases the education of the populations of those states by the increased attention by the candidate, therefore the educated would decide the vote, making it more accurate. This is a parochial and shortsighted viewpoint, not considering the fact that the system of popular vote would make candidates pay attention to all populations, making all voters more educated rather than having some elite educated aristocracy in the swing states. The articles fourth argument is possibly even more deluded than the third, stating that large states get more attention because of the electoral college which balances out the fact that states have hugely varying populations but the exact same thing would happen in popular vote because some states have larger populations and candidates need larger populations for election in popular vote. The electoral college in this instance changes nothing meaning that the argument leads nowhere. The only argument presented in ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner that has any merit is the fifth which shows that popular vote could lead to possibly complicated run-off elections. Although that is a disadvantage of popular vote I believe that the vast unfairness and averting disaster is worth the cost of slightly complex run-off elections.

To support the eletoral college one must rely on unrealistic or insignificant evidence. This ""evidence"" can be easily refuted and outwieghed by strong evidence from the opposing side. To support the electoral college you are supporting unfairness and catastrophe and to any reasonable person that is not a very intelligent idea, making the need for popular vote irrefutable.",Write a letter to your state senator in which you argue in favor of keeping the Electoral College or changing to election by popular vote for the president of the United States. Use the information from the texts in your essay. Manage your time carefully so that you can read the passages; plan your response; write your response; and revise and edit your response. Be sure to include a claim; address counterclaims; use evidence from multiple sources; and avoid overly relying on one source. Your response should be in the form of a multiparagraph essay. Write your response in the space provided.,932
AAAVUP14319000066301,ASAP2-balanced-1000,1,1,"Scientists wants to keep on exploring venus even tho it is dangerous. One reason I think they should is because they should get information about things they brealy know about. My second reason is because they might find someuseful things if they keep on studing it. My last reason is because it might not be as dangerous as people make it out to be. These are some reason why scientist should keep studing venus.

In addition I do think that the scientist should keep studying venus for some of these reasons. Reason one is because of the information that they can find id they keep looking into it. My second reason is that they might find some useful information if they keep studing the plant. My last reason is because it might not turn out to be a dangerous place as people say it is.

In conclusion I do think its a good idea for people to keep studing venus. My first reason was because it could give the scientist more information on the plant. My second reason was they might find some useful information that coild help them. My last reason was venus might not be a dangerous place as people make it out to be. So i think this is why some scientist should study venus more.","In ""The Challenge of Exploring Venus,"" the author suggests studying Venus is a worthy pursuit despite the dangers it presents. Using details from the article, write an essay evaluating how well the author supports this idea. Be sure to include: a claim that evaluates how well the author supports the idea that studying Venus is a worthy pursuit despite the dangers; an explanation of the evidence from the article that supports your claim; an introduction, a body, and a conclusion to your essay.",219
AAATRP14318000441071,ASAP2-balanced-1000,3,3,"Making this use of technology to read the emotional expressions of students in a classroom is not valuable because some students like to keep their emotions to thereselves. Another reason is some students have more of a serious face so you can't tell their emotions. Last reason is people have mixed emotions.

Some people like to keep their emotions to their selves because they dont want people to know whats going on. An example from the article is ""Most human communication is nonverbal, including emotional communcation."" This means that some human don't like to communcate especially with their emotions.

Some students have more of a serious face, so you cant tell whether their happy or sad. An example from the passage is ""For instance, you can probably tell how a friend is feeling simply by the look on her face."" This means that you can tell when a person is happy or sad, but some people can have serious face, but can really be happy in the inside.

Some people have mixed emotions. which means like mood swings etc. An example from the passage is ""By weighting the different units, the software can even identify mixed emotions."" This means that the person can either be sad, happy, serious, or mad.

Therefore the use of technology to read the emotional expressions of stuudents in a classroom is not valuable because some students want to keep their emotions to their selves.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",239
5172256,ASAP2-balanced-1000,3,3,"Limiting your car usage has benifits to yourself, the community and the environment. In these aricles there's examples of way communities have given up ther cars and how car usage has gone down over the years.

In Vauban, Germany residents have given up their cars. In this expeirimental community, street parking, driveways, and garages are almost forbidden. Car ownership is however allowed, but the only place to park are large garages at the edge of the development. If you own a car and decide to park there, you must buy a space for $40,000, plus a home! The outcome of this has been most of the community don't own cars. ""When I had a car I was always tense. I'm much happier this way"" this was said by Heidrun Walter, mother of two and a media trainer. Also this communities idea has been adopted around the world.

An effect of extreme car ususe can be smog. Paris, France has the most smog out of all the other European capitals. They had ""147 micrograms of particulate matter (PM) per cubic meter compared with 114 in Brussels and 79.7 in london, Reuters found."" After days of heavy pollution. A partial driving ban was enforced to clear the city's air. Motorists with even-numbered license plates were told to leave their cars at home. If they didn't do so, they would be charged with a 22-euro fine. The same order wouls be given to odd-numbered plates the next day. Almost 4,000 driver's cars were fined for using their cars.

In Bogota, Colombia they set up a program, The day without cars it's when cars are banned and only buses and taxis are permitted. Their goal is to promote alternative transportation and reduce smog. ""It's a good opportunity to take away stress and lower air pollution"" stated by Carlos Arturo Plaza a businessman. The day without cars is part of an improvment campaign that began in bogota in the mid-1990's. during this year's anual day without cars, authorities from others countries have can to see the event and were very pleased by it. "" These people are generating a revolutionary change, and this is crossing borders"" said by Enrique Riera, the major of Asunci`on, Paraguay.

In recent studies it's shown that Americans are buying fewer cars, getting less lincenses, and driving less as each year goes by. Many beleive America's love for cars is deteriorating. The number of miles driven has gone down since 2005. Some think it's because we simpliy can't afford new cars.""A study last year found driving by young people decreased 23 percent between 2001 and 2009"" Even the number of cars per home has gone down. ""What most intrigues me is that rates of car ownership per household and per person started to come down two to three years before the downturn"" said by Michael Sivak, a research professor at the University of Michigan's Transportation Research Institute. If this patterns persists it will be very benificial to the environment. Mimi Sheller, a sociology professer at Drexel University thinks the internet makes people feel more connected, therefore we don't feel the need to drive out and meet friends.

In conclusion, limiting your car usage benifits you and the environment. As quoted in the essay people express how they feel less stressed from not using their cars. Countries and communities around the world are taking part in less car usage and feeling great from it. So i advise you do the same and help yourself and the environment.",Write an explanatory essay to inform fellow citizens about the advantages of limiting car usage. Your essay must be based on ideas and information that can be found in the passage set. Manage your time carefully so that you can read the passages; plan your response; write your response; and revise and edit your response. Be sure to use evidence from multiple sources; and avoid overly relying on one source. Your response should be in the form of a multiparagraph essay. Write your essay in the space provided.,585
AAAOPP13416000047485,ASAP2-balanced-1000,6,6,"The ""Face on Mars"" is a famous landmark on, you guessed it, Mars! Many people believe that it is just a natural landform, but others believe it was created by aliens. Why do people believe that it's created by aliens? Well, they believe that the Face is bona fide proof that there is life on Mars, and NASA is hiding something from us. In my personal opinion, I believe that it's just a natural landform that just happens to look like a face. I think that because I think the odds of aliens creating a face on Mars out of no where is very illogical. So in this essay, I'm going to prove to you that the ""Face of Mars"" is actually a landform instead of an actual alien artifact!

One of the main reasons I believe that it is just a natural landform is because according to the article, mesas are something that is common around a region of Mars called Cydonia. And since the face was located in Cydonia, it wouldn't be out of place for there to be a mesa there. So in the beginning, scientists told everyone what it really was, another Martian mesa, but it was shaped like a face. But many people noted something that was in the article in paragraph 2, where it said that the mesa had unusual shadows that made it look like an Egyptian Pharaoh. My explanation for this is maybe the mesa was formed a certain way that made it have these out of place shadows, because not every mesa is alike and some may have different shapes than another. Also according to the article, it notes that very few scientists believe that it is an alien artifact, which means there are someone skeptics among scientists, and sure, scientists may be smarter than the average person, but that does not mean they are always correct.

Now we move along to even more important evidence, the pictures. The pictures are important because if you look at the picture of the ""Face on Mars"" taken in 1976, you could see that it really isn't that clear, but you can make out a face in it. But if you look at the better pictures in 1998 and 2001, you can see that they're a whole lot clearer than the ones in 1976. Right now I'm focusing on the one taken in 1998, which according to the article, it was posted on a JPL website where it was revealed as a natural landform. But skeptics again were skeptic as always, and said that since it was taken during the winter, which is a cloudy time on Mars, that the alien markings of the Face were hidden by haze. My reponse to this is, if there were alien markings, why couldn't you make a brief outline of them in the picture from 1976? And how do you know for sure that there are any alien markings? Many questions arose and taken pictures of the Face became a priority.

3 years later, on April 8, 2001, another picture of the Face was taken. This one was much clearer than the one in 1998 due to there being no clouds. According to the article, the pxiel size in the image was 1.56 meters, and as rule of thumb, if there were any alien markings or another of that sort, they would've been able to be seen in the picture because of the pixels. So the ""Face on Mars"" was got rid of its skeptics and now many scientists say it is the Martian equivalent of a butte or mesa. According to the article, Garvin says it remind him of the Middle Butte in the Snake River Plain of Idaho, because it is about the same height of the ""Face on Mars"".

So in conclusion, the ""Face on Mars"" is a mesa plain and simple, and the main reasons are because of the pictures, and overall the really big reason many mesas are common around Cydonia, which is where the Face is located. Another reason why I don't think that you should believe that it is an alien artifact is, there is so much evidence to why it isn't whenever people just pointed out obvious things in the picture, like clouds of haze covered ""markings"" in the 1998 picture but there weren't ever markings on the mesa as revealed in the next picture taken in 2001. So to end this essay, the ""Face on Mars"" is a mesa, not an alien artifact as many skeptics believe.","You have read the article 'Unmasking the Face on Mars.' Imagine you are a scientist at NASA discussing the Face with someone who thinks it was created by aliens. Using information in the article, write an argumentative essay to convince someone that the Face is just a natural landform.Be sure to include: claims to support your argument that the Face is a natural landform; evidence from the article to support your claims; an introduction, a body, and a conclusion to your argumentative essay.",759
AAATRP14318000421017,ASAP2-balanced-1000,5,5,"It's already hard enough expressing your own feelings, but trying to figure out someone else's can be a real challenge. Feeling so many emotions at once can make people angry, frustrated, or even depressed because they don't know how to handle it all. Emotions are hard to explain, after reading the article and seeing that a computer can read them in the blink of an eye than it might be safe to say that it could help people more than they think.

The article says that the new program can tell even if you're faking a smile or pretending to be happy. Being a teenager, knowing when someone is unhappy or pretending to be happy can be big thing. They might need to talk to someone but don't want to show it because they don't want to seen as weak or feel more emotion than they already do. If teachers had this technology in the computers to know how a student is feeling in class it could be a huge adavantage. That way a teacher can try and talk to the student or keep a close eye on them to make sure they get better. The article also says ""... you can probably tell how a friend is feeling simply by the look on her face"". It's easy to fool someone with a look but this technology can analyze each muscle in the face and tell how the person actually feels. Isn't it important for a teacher to know how a kid feels? They can't pay attention as much if something on their mind is taking most of their attention.

When walking into a class, you can tell what kind of day it will be by seeing everyone's expression on their face. Throughout the day though, there can be so many different emotions going around. From a bully you can feel scared, sad, worried, depressed, and so many other emotions but you can't say anything because you're also afraid of the situation getting worse. Anyone can fake emotions and people do it everyday just to get through it all. When no one is around though that's when we can let it all out and hope the next day will be different. How this technology can help is seeing if a student is feeling the same everyday whether it be a personal problem, bullying, feeling alone, or even depression. It can get worse everyday, but if a computer can see that it is faster than anyone else and alert a teacher that something is wrong then thats one kid saved from a whole life filled with those emotions. It could prevent the emotions after being bullied, after a loss, or even suicidal emotions. The hard thing is trying to connect with that person so they have the trust and strength to open up.

It's not easy opeing up to someone. People go around saying ""it isn't hard"" or ""the sooner you do, the sooner you'll feel better!"". What people sometimes don't think about is that how hard it really can be. The person trying to help can't feel those emotions; they don't know what the other person is thinking about. The student could have a hundred thoughts going on inside their head but they don't wanna talk about it because if they do then they have to deal with all the emotions at once. It's easier to hold it in than letting it all out. The technology is great and could help a lot of kids in need of someone or something to show how they truly feel. When a teacher sees how the kid feels, they can try in every way possible to make that kid feel safe so they feel compfortable opening up. The article says that the software reads the different muscles in our faces to show how we feel even if we are faking it. It's like a lie detector for emotions! If a kid had someone walk up to them and ask if they are okay then the kid might lie; this program could help show what's wrong without the kid saying a thing. It shows all the emotions the kid is feeling and then someone can help get down to what is making them feel that way.

People feel different emotions everyday, and we, as people, make those emotions. We can create laughter to make someone feel happy or we can bully to make someone feel like they're nothing. How people feel is something that seems only humans can explain, that no tech in the world can feel the same as we do. Fortunetly, this tech doesn't have to feel, all it has to do is show what we feel. All we have to do is decide if we want to give it a chance or keep putting on that fake smile.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",807
AAAOPP13416000139129,ASAP2-balanced-1000,6,6,"Everyone today seems to be obsessed with things we only dreamed of 10 or so years ago. With hoverboards and Siri available to us, things of the future seem more appealing and possible now. The sky is the limit. But just because we can create something, does that mean we should? The idea of driverless cars has been around for a long time, and some versions have actually already been made. Cars that can drive themselves have fascinated people through movies and television. But now that driverless cars are almost here, should they be put to use? Everyone seems to share the same goal of making life easier, better, and more enjoyable. The advances we have had and are making in science, technology, etc. are pursuing these same goals. Thus one has to ask; would driverless cars really make life that much better for us? Most likely not.

There are many positive and negative aspects of driverless cars, as there is with every new invention. However, the negative aspects outweigh the positive ones, at least for the cars that manufacturers are planning to create now. One major negative aspect of the driverless cars now is that they aren't truly driverless. For example, the article ""Driverless Cars Are Coming"" explained that Google cars still ""alert the driver to take over when pulling in and out of driveways or dealing with complicated traffic issues, such as navigating through roadwork or accidents"". This seems to take away from the appeal of the driverless car. If the human driver will need to take control over the car at times, that means they always have to be alert. This shows that driverless cars would not really make traveling easier for the driver. The article points out that ""manufactuers are also considering using cameras to watch that drivers are remaining focused on the road. While the driver watches the road, the car watches the driver"". This additional feature on the driverless car adds unneeded complications. It would also prove more difficult to get and keep the driver's attention if they don't have to drive most of the time. Driverless cars aren't truly driverless and add more complexity and management to assure that drivers are ready to take over when they need to.

Another negative aspect of driverless cars deals with entertainment and the driver's enjoyment. Although it seems very easy and stress free to travel by driverless car, there is a question about who would want to have a driverless car that still needs a driver. Won't drivers get bored waiting for their turn to drive? It turns out that manufactuers have already taken this into account. Because people tend to get bored easily, most people need entertainment. The article brings up that ""some manufacturers hope to do that (driving fun in a new way) by bringing in-car entertainment and information systems that use heads-up displays. Such displays can be turned off instantly when the driver needs to take over"". While this idea covers the safety aspect of in-car entertainment, it is overly complex and would most likely cost a lot of money. Instead of having the driver being ""entertained"" and fully engaged by the actions of driving, driverless cars would have to make up for the lack of entertainment with expensive and complicated technology and would have to assure that the driver is alert with even more technology. It seems to be more of a hassle than a luxury.

Although driverless cars could potentially make transportation easier and reduce our use of fuel in the future, right now they are not a good investment. The idea alone allures many people to this invention, but driverless cars will not prove to be as benefitical to us, at least in this time period. Many argue that driverless cars would increase safety on our roads, but this is not completely true. In order for driverless cars to truly be safe, the driver still needs to be fully attentive to the road and ready to take over. However, this will most likely not be the case, since there is a lack motivation for the driver to stay alert. Driverless cars would also require unneccessary technology to keep the idle driver entertained. Overall, driverless cars would not benefit our lives enough to invest a lot in this field. Though driverless cars might not be what we are looking for, there are still many other areas to research and invest in, in order to improve the lives of everbody.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",748
AAAOPP13416000010768,ASAP2-balanced-1000,5,5,"In the article ""Driverless Cars Are Coming"" the author informs us on how new vehicles are being built that would take away most, if not all of the driver's control in the vehicle. The idea is fasinating but, with every new idea, there is always more than one fault, because nothing is perfect. Is taking the risk of mass producing these automobiles in the future worth a human life, or many?

First and foremost, cars were just a show of status and new inventions in the 1920's when they first started ot come out, only men could drive them because there was no power steering to help a weaker person turn the wheel. Now, about a hundred years later, ""Driverless Cars Are Coming"" states, ""He envisions a future with a public transportation system where fleets of driverless cars form a public-transport taxi system."" Which would have never been a thought even fifty years ago, but because of how technology has advanced, now the Google cofounder, Sergey Brin, can now dream of complete lathargicness. What he does not see is how dangerous cars already are with the human brain at the wheel. Statistics can support how many accidents already happen a year, and half of them will be because people aren't paying attention, the other part could be drunk or buzzed driving, and a ""new"" cause that has occured ould be texting and driving. Having no human influence on the car's action ""90 percent of the time,"" as shown in paragraph 10, could lead to problems in the car gaining a mind of it's own, there are a handful of movies out there that showcase the dangers that technology can posses, I believe that the car companies need to watch those fictious films and be more careful when they're messing with new machienes.

Taking away the need for constant attention to a vehicle could be problematic because people could start to get lazy since there is no need to always pay attention. When the vibrating seat, the announcement, flashing lights on the windsheild, or other heads-up displays fails to work a single time: what happens then? America is a lazy country in general, eating McDonalds constantly and having the rate of obesity go up 200% in the last 50 years. The addition of self driving cars may just be another cause to why people kick the bucket early on, decreasing the population at a higher rate than it is going up. I say this because people would stop walking or running places, most likely, if the public transportation is affrordable on a day-to-day basis then that would add to their weight gain and laziness to eventually lead to physical problems. If a person does die from an accident or even a health condition and they used the self-driving cars everyday, would the company be responsible? If not, what kind of reputation would that send to other states and people? Not a very good one, meaning sales would decrease and maybe the idea will just be another mistake of the rich taking advantage of the poor.

Also, new laws being put into place to help satisfy the saftey concerns brought with the new car could be too restrictive and anger the people. Some states, if they declare the law unconsititutional could choose not to abide by it, what will the government do if they don't enforce it? Violence? Peaceful compromization? It is a risk too big to take because once the government gets involved, esseintally everyone loses hope because most of the time their decisions are not fair to all. Money is also a problem, we could be sent into another Great Depression if too much is spent on new roads to accomodate. Pollution of the air will also still be a major problem because fossil fuels would still be used, even though the tank is only half as much as taxi's now, the exhaust would add up if everyone used this new transportation.

All in all, the idea of vehicles performing the task that a human being does is incredible but, it is not safe for the manufacturers, the public, or even the government to indulge in this need to keep on improving technology. We are scraping by now with accidents happening on a daily basis, deaths are at an alltime high due to lathargicness and obesity, and laws are not always welcomed by the people. The addition and satisfaction of the self-driving car should not happen anytime soon because there are too many negative issues that need to be sorted out before the public is welcomed to all.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",768
AAAOPP13416000026298,ASAP2-balanced-1000,4,4,"Technology in modern day is advancing in leaps and bounds, and one of the areas people are most interested in is transportation. People are constantly looking to make their commute faster, easier, and more fun. Safety is a main concern for many, and society is looking to create fatality-free roads. As such, driverless cars are the ultimate goal for our society. There are many pros and cons to such a thing, and the risks far outnumber the gain at least for the time being.

Many poeple argue that automated cars would be safer than a human driver. People are subject to risks such as distraction, drunk driving, and human error while machines are immune to such ailments. An automated car can safely navigate under certain conditions, and when a threat is apparent that the car cannot handle on its own, a human can take over. For several years, cars have been built with systems such as automatic brakes and other automated features that can assist the driver or fully take over the car. Traction control brakes sense when a car is sliding and stop it even if the person behind the wheel doesn't realize that they are in danger. With successful technology like this, people assume that making cars fully automatic would increase the safety. People would even get the chance to relax while in the car. Trips that formerly took a week or more could be made in days if the car could drive itself while the human driver slept. It would also be possible for people to do things such as work or watch television while in the car, things that previously would cause incredible danger.

While there are many benefits to fully automated cars, there are also risks that come with the technology. First of all, the technology does not even exist yet, and it is unclear when it will. For now, cars are only partially automated and fully automated cars would need a certain set of requirements to be met in order to function properly and safely. The amount of sensors needed to achieve full automation is astounding. It would take several different kinds of sensors including cameras, radar, and many more. Some of these need magnets or radio signals while on the road to function, so if an anomaly occured that put them out of commission, things could go terribly wrong. The cost of such things is incredibly high. The car in and of itself would cost much more than the same model without automation. Tax payers would be required to pay for installing magnets or other feedback technology on roads so the cars would have enough information to function properly, and people could fall into debt for the luxury of an automated car.

In the year 2016, automated cars are a dream that is far too dangerous and costly to pursue. Years in the future, it may be an innovation bringing safety and comfort to hudreds of people, but in the present it is impossible. The cost of installing the necessary technology for such cars to function would delve too far into taxpayers' pocketbooks to be truly profitable, and the technology would need replaced every few years anyway. If something were to malfunction in just one car, it could cause mass chaos and death or injury to potentially hundreds of people. At this point in time, the technology has too much risk to be possible in the near future.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",575
AAAOPP13416000018570,ASAP2-balanced-1000,2,2,"Hi i am Luke. I have some reasons why I think you should be a Seagoing Cowboy. When i first heard my friend ask me if i wanted to be a Seagoing Cowboy I did not know if I wanted to do it but once i found out what it was i thught it would be fun. When I got there and started doing what i was suppost to do I started enjoying it.

A reason I did is because I knew I was doing the right thing by helping with there community and just helping them with some little things also. Another reason is that when I went their I got to explore the acropolis in Greece and it was beautiful I think you would like it to. I also got a ride in a gondola in Venice,Italy. I also went to china! It was very fun and so is being a Seagoing Cowboy. I also learned alot from it like we dont have to worry if we are going to get what we want for breakfast because some people that are less fortunate dont even have Three meals a day. It was hard to take that in but it deffinetly changed my whole point of view in life. I hope that if you give being a Seagoing Cowboy a shot that it would change your point of view in life also.

You should give it a try and see if you like it. If you do not like it you do not have to do it but if you do like it i suggest you do it more often, it is helping out and it is doing the right thing. So my point is that you should give being a Seagoing Cowboy a chance because it could defenitly make a change in this world. Thank you!","You have just read the article, 'A Cowboy Who Rode the Waves.' Luke's participation in the Seagoing Cowboys program allowed him to experience adventures and visit many unique places. Using information from the article, write an argument from Luke's point of view convincing others to participate in the Seagoing Cowboys program. Be sure to include: reasons to join the program; details from the article to support Luke's claims; an introduction, a body, and a conclusion to your essay.",308
AAAVUP14319000058378,ASAP2-balanced-1000,2,2,"The Scientists have resreached many planets and places and they get sucess in them. In this story ""The challenge of exploring"" the author suggests that studing Venus is worthy pursuit despite the dangers it persents because venus is most Earth like planet and closest planet to earth, Venus is the second planet from earth and safe vantage point of earth.

Venus is a most Earth like planet and close to earth planet. According to the text ""The planet has a suface of rockey sediment and includes familiar features such as valleys, mountains, and craters"" It is very near to earth. It have so many features that earth have. ""Solar power would be plentiful, and radiation would not exceed earth levels. Not easy conditions but survivable for humans"". NASA has rescreached that there are some chance of suviving their, they are sending their scientists for reachering. Venus is second planet from earth and safe vantage point of earth. It is the neartest planet to earth and closest in distance too. It is very challenging planet for human to study. Venus is mostly coved with ocean and can have various forms of life just like earth. Scientists are trying to study about the Venus by sending machines to last long for contribute meaningfull knowlegde about the Venus. Scientists are seeking the way to go their because Machines are not doing what they want them to but it is very risky for the scientist to go their for the they have too despite the risk.

Their are 8 planets on the solar sysytem and the Venus is the closet one. The author have very good reasons and evidences to support that Scientist should go their to reseach. Peopel shouldn't have stepped back because of danger and risks. People should know about venus because it is the closed and most Earth like planet. Their are most chance of human life too. Scientist are rescreaching their way to visit the Venus.","In ""The Challenge of Exploring Venus,"" the author suggests studying Venus is a worthy pursuit despite the dangers it presents. Using details from the article, write an essay evaluating how well the author supports this idea. Be sure to include: a claim that evaluates how well the author supports the idea that studying Venus is a worthy pursuit despite the dangers; an explanation of the evidence from the article that supports your claim; an introduction, a body, and a conclusion to your essay.",326
